game_a,text_a,level_id_a,game_b,text_b,level_id_b
lode_runner,ground border diggable ground left block gold top left enemy bottom left ladders center right,498,the_legend_of_zelda,large open floor room surrounded by wall with two door openings left and right,265
super_mario_bros,flat ground left tall pipe right two goomba on ground and pipe,203,lode_runner,ground left mass diggable ground center right gold scattered enemy top left ladder center rope none,240
the_legend_of_zelda,square floor bordered by wall with central stair,354,dungeon,paths through walls with bat clusters top right and bottom right,389
the_legend_of_zelda,square floor arena with central block cluster and surrounding wall,83,dungeon,scattered wall blocks with open path areas and no bat,365
super_mario_bros,three separated ground platforms with a large ground block on right,99,dungeon,central cross path with scattered bats and surrounding walls,37
the_legend_of_zelda,waterfloor spiral around central blocks within outer wall ring,105,dungeon,central vertical path between wall blocks with bat clusters right and left,30
lode_runner,ground border diggable ground center ladder left rope top gold scattered enemy pink person mid,64,dungeon,spiral wall path with bats scattered inside,73
lode_runner,ground border platforms ladders left and center rope center gold scattered enemy pink center and lower,213,dungeon,bats clustered along bottom center path amid scattered walls,34
super_mario_bros,flat ground with cannon left pipe center goombas on pipe and right,422,dungeon,walls form scattered blocks with winding paths and bats dispersed,170
dungeon,central cross path with walls and bat clusters top left and top right,146,the_legend_of_zelda,checkerboard floor with four block diamond clusters near center,401
super_mario_bros,two separated ground platforms with a lower right ground block and coins,428,the_legend_of_zelda,square floor room enclosed by wall with door openings on left and top,453
super_mario_bros,flat ground with three pipes and two goomba on pipes,79,dungeon,walls form maze paths with bats clustered upper left and lower left,171
dungeon,central path with bat clusters in upper left and lower right walls around edges,504,super_mario_bros,ground platform with central pipe and two goomba on ground,308
the_legend_of_zelda,square wall ring with central water corridor,537,lode_runner,ground top band ladders left right rope mid gold scattered center left enemy upper left,62
dungeon,path zigzag between wall blocks with bats on right edge,471,super_mario_bros,scattered breakable block platforms with coins above and ground gaps,394
the_legend_of_zelda,floor grid with two symmetric block diamond clusters near center,470,lode_runner,ground bottom ladders left gold diagonal right enemy top center,199
the_legend_of_zelda,open floor room with two monsters near center,159,lode_runner,ground border diggable ground left clusters ladder center rope top gold left enemy top,0
dungeon,bat cluster left of central path between walls,283,lode_runner,ground border top right diggable ground left ladder right enemypink person top corners,103
lode_runner,ground platforms across middle and bottom ladder left rope top center gold scattered enemy right middle,13,the_legend_of_zelda,waterfloor maze corridors around central blocks with doors north south,419
lode_runner,ground border diggable ground central ladder rope top gold scattered enemy upper left,26,dungeon,walls form central block with scattered bats and open paths,305
super_mario_bros,flat ground with two cannons and one goomba,5,the_legend_of_zelda,square wall ring with central water corridor,537
dungeon,cross shaped wall with bats scattered around paths,129,super_mario_bros,two rows of question block upper left goomba trio on ground right,144
the_legend_of_zelda,floor with central diamond block cluster inside wall border,546,super_mario_bros,flat ground with scattered breakable block platforms and one question block,182
super_mario_bros,scattered breakable block platforms with midair question block cluster,273,the_legend_of_zelda,two water pools left and right on open floor with south door,187
super_mario_bros,ground pit with central goomba under floating breakable block and overhead ground platform,152,the_legend_of_zelda,open floor with central block cluster and bottom door,190
super_mario_bros,flat ground with two goomba between two pipe,433,dungeon,walls form central spiral path with bats scattered throughout,16
the_legend_of_zelda,square floor room with central water column,215,super_mario_bros,flat ground with central pipe and scattered breakable block platforms and goomba,118
super_mario_bros,flat ground with left stepped hill and midair question block on breakable block row,368,dungeon,scattered wall blocks with bats across open paths,348
